비트코인 고가변동률,이더리움 고가변동률,비트코인캐시 고가변동률,이오스 고가변동률,트론 고가변동률,라이트코인 고가변동률
0.1545316,0.5484926,0.953324254,-0.013643806,-0.299497765,-0.302802803
2.6693453,3.2207266,6.21761658,5.869324474,6.837648912,4.277028261
-0.4165341,-0.4070202,-1.929376564,-0.757376658,-1.109921137,1.970436796
0.6786209,1.3549315,0.054196346,2.711656442,0.107212476,3.901076874
-5.370984,-7.5345582,-8.440453686,-11.4553909,-9.73871734,-8.479143736
0.00782006,0.0560244,-0.750469043,-1.023699944,-0.729225798,0.164742558
2.799578,6.3848016,2.281177289,5.514205319,1.795794995,4.641232711
-1.0431168,-1.9575618,-8.902388392,-9.427602507,-9.161754018,-6.531897225
-3.0222377,-4.9039697,-7.484079652,-9.759445073,-6.698312236,-3.212610516
-0.0250665,0.5552839,-0.614815857,-0.926113081,-1.283052549,-0.310934118
-1.0512659,3.2265042,2.783801086,-1.014932974,4.140201394,-0.555383774
0.4503814,0.9094547,0.569066855,0.732882611,6.562113083,1.625554441
1.177999,15.2047274,2.750746906,2.733073578,5.646391977,6.968235705
1.3003722,4.0692603,1.461513478,5.588790619,2.49821237,-0.096866686
0.2421951,-0.477472,0.421821661,-0.210229865,-1.600703606,-1.207063747
2.2746496,1.2436827,1.411214747,4.311397066,1.431821223,0.787037037
0.5945809,1.3450318,-1.221902771,2.932282794,-5.365132967,3.102625298
0.1785914,3.8817433,2.3793065,0.565358917,0.98900162,0.550615276
1.3169799,4.1588357,0.691559827,1.862920466,12.65427652,2.214439508
4.0577695,8.3716315,14.43804923,7.375916427,1.043284161,4.158859933
-2.455441,-1.7648266,-0.752301533,-2.203642194,4.72609005,-3.328850956
1.2403068,0.8641656,1.017569169,0.966764577,-0.731473541,-0.635362129
0.0697763,4.9302275,-0.269763379,1.450057486,3.622582331,0.866408119
-0.6950131,-0.807885,-4.616854951,-2.353022041,-3.383838384,4.231530059
-0.4598182,-0.5836368,-1.253478524,-0.664572807,-0.161355385,-0.540340172
1.48801,4.6802309,4.472140762,6.772617919,0.222356984,12.4288714
0.4174876,1.3347722,2.860411899,-0.244836614,4.334071496,1.358223262
4.5240507,2.3783218,1.875596058,1.691071341,9.782357027,3.367144728
4.3599991,2.3630952,8.269037717,10.74529075,2.267211271,5.587374767
1.8963966,3.2448378,9.332371664,0.709336853,3.037511436,3.672996673
-0.8730345,-0.9435685,-2.685464921,-1.74509698,-1.519702066,-1.746622354
-1.9027776,-2.3655275,-6.293966257,1.299838546,-4.595988539,-5.138529548
-1.3412224,-1.7632977,-1.186775925,-2.226086957,-0.564134709,-1.372201098
0.4002144,0.871665,1.710015807,1.438458407,1.146974063,1.878314166
0.3455338,0.3249823,-1.327170122,-0.383918674,3.421554602,-0.238737269
-4.8302972,-4.7983349,-3.518564119,-6.000304971,-7.488695269,-6.56513785
2.2421874,-0.8477885,-9.48288672,-1.691442848,-0.115670614,-0.123415236
-0.2531899,3.0639227,5.502717391,-1.573834993,0.088207729,-1.262878033
1.7525424,4.055509,11.67785235,3.105983773,4.1692988,8.083745275
-0.606469,0.4385701,-5.134948097,0.060888979,-4.134551861,-0.123003331
0.0595593,-1.932481,-1.57212141,-2.483918852,6.129126497,-3.584193968
8.5644223,15.5647852,35.00331053,25.86802852,13.67561105,17.90146233
0.0830291,0.2799399,0.59946714,-0.464928866,-0.006641429,-0.093129741
-0.8834671,-0.8261105,-3.122423373,3.215176915,0.039864461,-0.61320118
0.9221487,1.9467072,1.832584967,4.266319757,1.737190753,4.508081093
1.5063415,2.3022599,12.46458924,7.144388849,4.884792627,8.373372936
-4.3916837,-4.0325313,-3.890620684,-5.524041059,-3.535768021,-5.486521075
3.1092642,1.6674705,2.853084416,2.68714677,-1.135902637,3.841042569
5.1252072,0.5961045,0.117833489,0.948547427,0.72873391,1.913582944
3.7608319,4.2940794,8.337368491,2.958665177,5.892110198,5.338487735
0.9134816,2.0358486,0.088117372,4.276427041,2.802491103,1.31723125
0.4079482,0.5264719,0.853143746,0.188245924,-0.317788781,1.351574868
2.6811474,3.1276287,9.582704387,1.777982144,2.182449781,1.294877932
-0.6860071,-1.6545085,-1.642720307,-1.08028201,-1.252796421,-0.844883235
-0.9766744,-0.4193814,-2.361468319,-0.403941259,-0.629862912,-2.082171407
-1.2114434,-1.9315511,-0.511746918,-2.592483636,-3.233902194,-2.598460842
-1.3033821,-1.1470887,-0.30148423,0.202660378,0.693140794,1.10302531
1.9387465,6.1743621,2.960840497,1.754714859,0.851962426,-0.173619043
1.1256135,2.1174433,2.853774743,3.008651321,2.515676321,6.651398499
-1.6252377,-3.8449894,4.732753742,-1.626139818,-3.138105568,-1.544809058
-1.6983984,3.0818444,2.960805085,3.32508931,1.833443782,3.060568603
1.4690846,-1.2329506,-1.456234668,-0.852405418,-1.629726206,-1.662857976
-3.263925,-3.8170768,-3.208042841,-1.142791181,-9.397558735,-3.429980045
2.438309,1.4131088,0.304043782,2.017664377,1.987818754,1.132532409
4.2166833,3.2999456,4.767466553,2.407943399,10.58396862,4.985293385
-0.2881525,-0.6709857,-1.118168933,-2.132347156,-0.029596744,-0.651296402
-1.8438945,-3.1665422,-0.141539107,1.790076489,0.125944584,-1.663257354
-0.4561636,-0.0223998,-0.266638783,-0.303429552,-0.596509316,-0.931242461
6.39735,0.7295427,-3.012017646,5.647882571,1.366079427,3.273868846
-2.9301981,-6.8581436,-5.59145962,-7.614371444,-3.936894944,-7.940731226
-0.316341,-0.7784806,-0.816675372,-0.949513664,-1.497492407,-0.913636364
-1.2604233,-0.8955018,-1.717298987,-1.471762693,-3.615196078,-1.508707526
-0.2826564,-0.1787802,0.093418656,-0.435441121,3.312935218,0.262585003
0.2145097,-0.267453,2.293468393,1.01744186,0.183214714,0.525674578
-0.1647356,-0.5117009,-0.166952872,-0.240393788,-0.6232493,-1.379494482
-1.5661527,-1.2863685,-0.337532684,-1.625375375,-0.902151284,0.769041053
-2.9596119,-2.15486,-2.407905725,-3.070877602,-1.765628196,-2.558332605
0.6546645,-0.3087636,-0.069544253,-0.639890098,-0.636726953,-0.842702714
-0.2540911,1.6426282,-0.24512071,0.603746136,-0.54567502,-0.229104978
0.5773229,0.2678093,-6.475193564,0.313765551,0.787615426,1.656669523
1.0138705,0.1878186,7.440282554,1.413401413,0.381679389,0.652395064
-2.9329283,-1.2845981,-2.168674699,-1.816398445,-3.410138249,-3.320433602
4.2330906,0.7875067,1.024251332,0.533216464,-2.258541921,1.233739529
-0.5972719,-1.1805052,-2.647111429,-1.927003116,-3.002122082,-3.156769447
-1.4934075,-0.4595287,1.825797933,-1.980128498,-0.527720867,-1.543700341
-3.0971917,-1.8429022,-7.570911539,1.190137843,-0.432713111,-0.723242091
-0.4804928,-1.3225663,4.443760714,-0.339895199,-0.924791769,-0.905510212
2.4320963,1.6744246,1.93557059,4.875422376,0.523302346,2.582580081
0.0340452,-0.4825323,-1.098949794,-1.679383739,-0.630123578,-1.305268351
4.1940105,3.7514185,4.602762585,4.077057527,6.060212821,2.494469609
-0.3168861,-0.9586143,-0.268121302,0.750325396,4.836405687,-0.03369769
0.1184624,-1.2920908,0.10180472,-3.151416284,-2.970100983,-1.716000828
0.0217909,-0.6547812,-0.721275325,-0.640978413,0.691167675,-0.424602193
-4.6540015,-5.4029192,-5.146417988,-4.583479789,-3.470618424,-5.744759388
-5.2733222,-7.3048718,-7.348191214,-8.776092603,-6.327744727,-6.965857538
-1.1358385,-0.8510878,-0.45416181,-0.996793753,-2.615870787,-1.449920735
-0.2740856,-0.7162843,-5.64656807,-1.41766289,-0.726195317,-0.475101491
-3.1786104,-3.0543048,-1.368940754,-6.025938888,-8.216913725,-4.899266627
-1.3369325,-0.8818627,-1.233838197,-1.062034451,-0.997730032,-1.019590829
1.1590568,1.3681456,0.740575341,1.088299312,0.814262906,1.645294796
-2.6136182,-1.4185922,-3.949814126,-2.595691038,-4.303539598,-2.969058591
-0.431828,-1.4874808,-2.475074949,0.304615208,-2.763333829,-0.647524364
-0.3386299,-0.2850356,-1.034982405,-0.480466739,0.064420218,-1.339012035
-0.1300728,1.0723431,-0.736276155,-0.709904589,2.042880259,-0.502415769
-2.4838966,-1.4355577,-1.881657202,-2.028098484,2.169869808,-3.133065895
-0.2914362,-0.5803011,-0.448235491,-1.157674751,-2.099033939,-1.63648599
2.4263588,2.9882087,4.931554932,3.944434917,3.48599843,4.844218527
-4.0768034,-1.3910273,-3.456455439,-1.342281879,-3.216818642,-0.203232517
-1.1978221,-2.0387996,-3.976311337,-2.33813445,-2.112466528,-2.914582233
-0.6111665,-0.9479161,-0.204578665,-1.108448173,-2.348554549,0.158720279
-0.2972696,1.3893967,3.651969034,-0.277023357,3.280820205,0.280881343
-0.5020841,1.6890636,0.664091618,5.531670966,-0.458007667,2.655944638
1.5097606,2.0378299,-2.786561265,4.454823064,0.079717005,6.14680927
0.0256501,-0.3618101,2.685517148,-1.119005329,-0.485894194,-0.655416477
0.9309199,0.4883872,4.219394409,-0.103504362,0.608569861,0.6905584
-1.1568521,-0.5021327,-3.217112445,1.941454885,-2.109478002,-1.189895968
-0.344267,-3.3249817,-3.898232845,-2.991752939,-10.3802897,-2.322870839
-1.2590098,-0.3640524,2.696969697,-1.010334945,1.808866117,0.473370829
-3.4012709,1.7839183,7.980367206,-2.324331967,1.869922389,-2.719658559
0.9587443,0.3079701,2.661242162,1.825458524,11.21599112,-0.195368799
-7.2751423,-2.1865586,-0.516133823,-0.031661965,9.067386038,5.158041864
21.1814618,3.382732,-0.155711267,4.94170241,2.964684542,1.573644869
15.9461441,13.7829912,23.99099016,19.16348715,14.98500847,16.4091434
-6.8715084,-4.6209428,-4.453619115,-4.453691921,1.193852648,-6.063893461
-2.8241908,-1.9819511,-2.659256092,-3.632386571,-3.075054341,-3.118601069
-0.3150818,-1.4577588,-0.8646266,1.777642852,-0.191424196,-0.751757999
0.3233396,0.8514503,4.153975191,1.042944785,0.849420849,0.295820632
2.8324359,0.7779875,5.064700153,0.558659218,-1.182754674,2.505362029
-0.6924252,-1.4988449,-2.128915116,-1.13178137,1.099324976,-1.656514229
-0.0221724,-0.482252,-0.276130551,-0.310779313,0.934397508,-0.188751157
-0.8270318,-1.5186658,-1.939808239,-0.81085609,-2.566858443,-0.275108143
-2.5511297,-3.5114829,-1.516939891,-5.816081798,-5.823161655,-3.596105528
0.3092796,0.3636558,-0.530503979,-0.583547719,0.641179291,0.431079802
-0.8982036,1.3935582,0.757974062,1.77858671,2.386649488,-0.854789951
0.6599323,-0.0379424,0.131613583,-0.226201096,1.204594846,1.997129237
-4.0714882,-5.809976,-2.731074507,-1.379332014,-3.273273273,-3.076156779
1.303467,0.9223001,-2.240206917,-1.895690771,-1.978099611,-1.847668499
-0.201019,-0.5126102,-0.345056955,-1.7206907,-2.642288072,-0.869013002
3.9985102,5.6943165,0.606466184,1.788467468,1.797071008,2.451802897
0.356906,1.3953744,0.669473684,-0.009249838,4.182116589,-0.378658661
1.8169541,2.917397,6.416345551,8.29409997,7.13076322,3.078573061
-0.4838059,0.1358773,-0.125302067,-1.210581871,1.938396176,-0.559469902
-0.5890497,-1.008799,-0.873885463,-1.536262951,2.080368639,-0.355394505
-1.8840044,-1.185136,0.111022293,2.221115538,2.301559792,0.7883832
0.2113685,-0.1493033,-0.066569032,-0.734930627,0.020801553,0.646803096
-1.3221465,-2.2222222,-4.192355117,-1.967562678,-2.665856786,-1.342492503
2.0159885,2.4540217,2.207639824,2.544394381,-1.134316408,2.224281742
1.1146497,3.4913719,1.245160155,5.97942488,10.07712082,0.861061676
-0.848479,-0.4110762,-1.070775659,-0.801086692,-0.93138325,-0.767049002
0.4819919,-0.284657,3.031662032,-0.609270606,-0.944212195,-0.613420796
-2.4305515,3.4391379,-2.021267247,0.228999688,2.603165212,-1.841184762
-3.0550528,-2.5536555,-10.46150214,-10.3963936,-4.038038464,-1.00437584
-10.864016,-14.1449475,-13.91654813,-13.52797269,-13.27548006,-14.04158275
-2.5376164,-4.1509256,-4.089654052,-3.622230859,-4.681450194,-8.843261923
-0.2600496,-1.7992951,-1.434380303,-3.642582514,-5.984225911,1.21188108
-1.0110141,-2.5003391,-1.835496747,-1.541260048,-2.184937419,-3.081343768
-0.9883749,-0.0451937,-2.038240094,0.88282703,5.186698445,-1.848169377
-0.1757691,-0.9312738,0.206713563,-1.265853778,-1.558572147,-1.074867892
0.3909335,2.9784683,-2.408767915,-1.916426513,-3.2744367,-2.700910729
-0.1567124,1.1377944,1.584388573,-1.392441034,6.601002246,3.534653594
-0.8387626,7.8613822,5.829799631,1.854844545,10.10972284,5.157995097
0.000965214,4.5155864,0.64177743,0.101407635,-0.942388641,3.168692475
-0.585334,0.8963615,0.019550342,1.093509727,0.031422826,0.147762454
-0.1915452,3.8616207,2.116190856,9.320631871,2.268783341,2.144664213
-0.0622135,-0.4606021,-0.42079454,-0.607346506,4.12929996,-0.573110949
1.8562028,0.0548637,-1.690553746,-0.922324995,-4.815900115,-2.065924837
-1.1782501,-1.0262815,-1.254422644,-2.804311181,-2.666170635,-1.808661233
-0.9372018,-0.3247456,-0.394066575,-0.788040035,0.404656664,2.225437993
-0.9453583,0.7305637,0.641645708,4.079856533,-0.427721299,-0.218692611
0.2046152,1.5445939,1.675245058,3.637904174,2.849856551,1.349757754
-3.1185184,1.5973902,1.271580345,9.36836756,3.943008615,3.604969529
2.4974837,1.270221,1.804907727,0.540979172,-3.057946807,0.855132278
-1.4178938,-2.4991669,-1.821801891,-0.952579406,-2.217475972,-2.704030045
0.2491447,-1.3856181,-1.532479414,-2.781154136,-1.540079169,-2.253409765
3.1184393,1.12428,3.742372881,2.473309609,0.080470443,4.580355561
6.4493086,4.237386,4.22923365,0.997394195,3.101665709,0.972089695
1.2606562,-0.693688,-0.474716928,-1.875091844,0.044694164,2.935895272
0.0186033,2.4431785,0.147908156,3.633650097,-0.640740976,-0.27090731
-0.5488689,-1.6064721,-2.813334246,0.649908032,-1.425802014,-2.374299589
-5.2787865,-7.5241811,-5.705802621,-8.241912799,-9.430222021,-8.235181199
-1.1196041,-0.784688,-1.019006548,-0.988720234,-0.372418463,-0.982961102
-1.7089003,-2.3201616,-0.578016324,-2.6780148,-1.462329719,-1.860068487
2.5342001,0.8355528,0.913402987,0.048813559,-1.511417776,0.353002527
-1.045517,-1.0234145,-1.303220092,0.154815579,0.484234854,-0.991580174
-0.1763415,-0.9471636,-0.594283558,-2.092806808,-0.75364535,-0.184999207
2.1148539,0.4629153,0.792317688,1.451425797,1.744735234,1.549898686
-5.3677601,-1.1993089,-0.199266194,0.681768796,2.436109056,-1.048983548
-1.3142502,-2.5648643,-2.976738477,-1.112006446,-2.475714682,-2.531481745
0.16203,-0.4191115,-0.494686698,-1.476659257,-1.611141453,-1.898123461
4.0876997,2.8604757,0.927666656,0.497327199,0.240884704,1.03650871
0.326938,5.9370299,3.886914481,4.143470433,5.687669965,3.556199105
-2.5461151,-1.0157954,-1.130104463,-0.935630796,-2.029363415,-1.466026153
2.7353994,-0.6708928,-1.876125986,-1.984724613,-2.62199161,-1.485512386
-4.0965625,-9.6118035,-10.31062822,-9.937752804,-11.69818678,-10.05057183
-4.8149507,-0.7487797,1.867355337,-0.282581393,-1.075268817,-0.307585569
-0.5474167,-2.2966153,3.580352156,-1.529241087,-2.01275691,-3.983656793
-1.8740834,-0.1202423,-1.018359568,-0.942351639,0.198835393,-1.563951519
-3.7472302,1.2644593,6.155794416,2.638069446,2.023763524,4.646827394
-0.3296443,-3.1566057,-3.219442202,-1.01247038,-6.065967969,-3.298015882
-0.0923459,-2.4855159,-1.443596618,-1.315665155,-1.263271066,-1.858243786
1.0078831,-1.3567752,-1.930022247,-1.06099556,0.803793181,-2.286659737
-1.4432268,-3.474123,-2.432767661,-4.832862576,-3.562252319,-4.997682526
3.100073,1.0510638,-0.045083122,-1.537282383,-1.724728238,-6.709655587
8.210425,5.7558166,4.854196827,5.988162934,2.603960831,12.29047921
1.139201,-0.3542601,-2.794371051,-0.83091654,3.910385107,-1.876708924
2.1453754,0.9780837,4.263983711,0.080624726,-1.172438672,-2.227802981
1.9676833,1.512296,1.157084873,-2.176803299,-1.233688149,-1.555147938
3.5544554,-0.2933223,-1.735273983,0.04959982,-0.817210001,0.435535709
4.0915181,2.494363,3.525097834,3.592031203,1.474741136,8.074446789
-1.3461578,-0.7321054,3.126886777,-2.291138952,-1.553329509,0.458730556
0.3765883,1.1508891,0.68469045,1.186875101,-0.215763981,1.320571844
-4.239516,-4.8001796,-3.632103105,-8.73706615,-4.253973608,-5.321334348
-1.9528368,1.8522753,0.10803136,1.004661459,1.207543949,1.52987761
2.2796099,-2.4101763,3.989728775,0.006385968,-3.883853504,-2.010582011
2.5962012,3.2393328,1.126330823,1.208608915,-1.339321842,-0.894509562
-4.5070909,-0.463239,-2.240274164,8.620972082,-8.194650817,2.044884641
-3.623812,-4.1499978,-2.854500617,-3.033809848,-10.22776536,-5.258397034
-0.7120675,-0.5639098,-2.215523738,1.431596391,0.66467488,-0.757628072
-2.4364445,-2.1138211,-3.008420068,-2.49551167,-2.647145332,-3.797095948
3.6919988,3.5537044,8.553111809,7.404550713,9.091233199,4.20601877
-0.2660585,-1.1995447,-2.300703854,-1.873226112,7.715053763,-2.711309953
8.048199,4.2394925,4.660068149,2.858533025,9.274024339,10.13563633
-9.400608,-6.5184932,-2.791798107,-5.6229049,-6.870408004,2.754790941
-0.4085063,-0.4332498,-2.43151739,-1.383448432,-0.517087205,-2.680936738
-3.3540926,-12.68081,-5.905181152,-7.385660662,-12.10101839,-7.334125433
-2.9639612,-1.9706225,-2.075947931,-1.097146176,-0.742851328,-3.108290678
-0.6985709,-1.1820501,-2.413306396,-0.810532812,-0.496152288,-1.422769946
-1.9006572,-3.7386733,-7.258540592,-7.738151726,-7.545403482,-1.541203413
-7.7871848,-7.8614448,-7.732202908,-10.8933162,-6.913379423,-9.881330826
2.8302108,-1.2989872,-1.149425287,-1.720326446,-1.533093072,-3.016851756
3.5727318,1.5296184,1.998567335,0.670994947,-1.231708006,-0.740218541
7.0084862,1.2054812,1.301340042,-0.739116714,-0.115691752,3.7337433
-1.0780931,4.5125988,-0.894162771,1.037104164,7.746800036,-1.005289699
2.3581507,0.8344402,1.893014167,1.573313333,2.016066499,0.544255949
-4.7388684,-2.6362913,-2.755344418,-2.973670283,-1.782123926,-4.464673763
0.1357716,-0.0265217,-0.064091913,-0.72896828,-0.054804531,2.829353117
9.230558,1.5622896,-0.484267221,-0.678364099,-0.312623304,-0.620180078
-2.9410458,-1.980198,0.493780268,1.056309016,-1.624316981,-2.403751428
-7.5932114,-6.2529006,-6.117809624,-5.074538145,-5.568713698,-7.376450836
-1.9608948,-0.2838367,0.888159374,0.057912036,-0.182938842,0.297987304
-0.3121539,3.6552606,0.629016201,1.836207721,4.817393357,12.06626353
-7.1539264,-9.5798514,-10.60137144,-8.34477721,-9.780959732,-8.376247002
-3.645422,-5.223492,-4.778689472,-30.78867543,-5.751768424,-3.686889531
17.7109829,14.5687463,6.950395517,35.50915269,-1.558140109,-0.192949746
6.4735838,1.5366468,1.196581197,0.36027612,2.7425411,0.525226109
-2.1731668,-2.2195206,-4.136690647,-4.817873644,1.571921868,-3.811753197
1.7992025,2.1624204,-4.28462127,0.686592341,3.034808698,-1.642611684
9.5853421,6.1815231,18.83168542,6.637248978,11.61391655,3.428421135
6.264673,8.2509701,5.326789562,3.296655441,0.677268252,2.883701201
3.1070134,1.2565329,-0.677683985,-1.030098412,-0.457366874,-1.927959719
-0.4391555,-1.2698529,-2.444965088,-2.548127406,-0.947253846,2.391198978
-1.080726,-0.3210039,-1.415568972,-0.934825726,0.120758718,-0.445984676
1.1369481,-3.0450928,-0.250923856,0.370303342,1.12587121,-0.890547444
5.3665587,4.101469,3.174939396,3.617742517,2.415959978,-0.820714784
1.9734494,1.0416279,1.015168085,5.914077062,0.183362875,5.017396358
4.5653195,2.4155142,-0.633120718,-0.768636012,-2.873256159,-2.807241465
1.3173784,0.3057286,6.162064555,2.404831398,0.465199499,-4.402401055
2.3432038,5.6100416,0.699565613,-0.469744731,6.133687809,3.178473493
-0.0299521,0.3158023,-0.502563072,-0.106506136,-0.044289782,6.487352744
0.9486614,1.0762809,0.637264819,0.35006738,-2.148340763,9.356621674
-1.3288747,-2.4549918,-1.980517066,-3.328741278,-5.863154214,-0.391097086
-0.6790626,-1.0311315,-1.258046357,-1.44187488,-0.290562529,-1.175260639
3.0274506,1.248,1.462699911,5.010383411,0.755313543,8.236529795
-0.2993025,0.7089913,-2.304818283,-0.922812351,-4.583926925,6.044076348
-2.8713615,-1.2844474,1.634816915,-5.324901875,-1.042127377,-1.39952692
-7.0613287,-6.7835564,-9.146915184,-10.98487299,-8.47080255,-8.105543719
-0.8265495,-1.0526702,-0.54586369,-3.109366968,-3.34067009,-0.112008134
2.2273033,-0.8365462,0.095896521,-7.473231169,4.353817885,-0.013783716
0.4312958,2.3222925,0.900090009,-0.358335934,18.57769708,1.209325847
-5.1636653,-6.6981492,-7.568793028,2.128488454,-7.449936984,-4.335641004
3.414807,5.2133567,3.422388573,3.153997905,2.462191867,1.567265334
-0.5333121,-0.6064127,4.759329367,0.280871434,-5.522719879,-0.045726286
-1.2209642,-1.3186656,-2.737534247,-0.180408601,0.866901851,-2.872840024
2.1127245,3.84,4.988839543,18.30124739,14.7487997,8.609277439
7.7687544,4.6126898,4.986350349,6.108365339,10.51883193,7.028882282
-0.4185079,1.054205,-1.510897497,-0.624961985,1.948166743,2.122570126
2.3302389,2.7982208,3.359401899,8.137794952,3.771784994,14.54661358
-0.7488436,-4.7747401,-3.710720121,-4.004609168,-6.036682066,-2.734689438
-0.7174064,-0.7225047,-4.831767066,-0.247209057,-2.638292159,-0.286352691
-1.221127,0.7355206,5.444132883,-1.705591927,5.049365303,-2.587618736
-1.1752732,-1.2811253,-2.107564902,-1.50612052,-1.698440208,-1.473068355
10.6576389,6.1370239,15.05500094,7.965898056,3.945235093,6.39891007
-5.8745583,-7.4533234,-9.130043534,-7.498020827,-4.26669426,-7.252853371
-4.4529922,-3.8489157,-8.102007063,-4.642722337,-12.84271284,-8.636888392
0.8267176,11.5061254,9.928502985,5.359601089,5.192587439,2.608972013
-1.1845409,13.5260431,-0.259759355,5.371907487,14.51022995,10.73028196
3.2959805,6.7540029,1.431731749,8.139433551,8.724752943,1.351030025
7.1739217,1.562115,6.753170939,-0.147928994,-0.878083047,-1.366679459
1.9677778,-0.874365,-1.477085566,-0.730784514,-3.484123696,-1.515008347
14.0290106,16.4637615,29.64682755,17.14597964,11.90777272,20.35558139
4.1991621,1.4427516,0.569247026,-1.051345723,-3.368498228,3.364593401
3.2389001,0.3474635,1.610556941,1.16283781,-2.937455523,1.416025327
-0.1412007,-4.8018083,-3.58645562,-2.230232927,3.646943124,-3.688252705
3.7646085,2.491807,1.097194558,1.182412121,1.03920838,2.565981445
-0.6303313,7.0983359,-1.558657361,-0.440950538,3.496593392,-2.041888843
-1.0340385,-3.3851731,-3.859671545,-3.457641484,-4.886697098,-5.250245934
0.941104,0.7302709,5.394665948,0.925385901,2.416830154,2.887739291
5.6664497,4.2485265,6.087453558,6.857510854,1.49120949,7.623824957
2.4924485,-0.5009163,0.755885105,-0.787320431,-0.894281636,-1.127554616
1.1186898,0.7012795,3.846297611,0.351610168,0.117696511,0.81502433
0.2573785,2.1362151,4.44270935,1.592738123,1.697088873,6.063923565
-0.1800281,-0.6987771,-4.45016413,-0.738346021,-1.023905225,-3.123880885
0.2707734,-1.0311825,-0.152705874,-0.780182939,-0.709964712,-1.740472066
-2.764522,0.0803362,-4.097013859,-2.474368289,-1.762205439,-2.817308957
-1.0654463,-2.4063687,-0.9762309,2.23460229,-3.990015057,2.446977659
-1.0984686,-2.7678414,-2.527150491,-5.748624103,4.813322812,-0.68915682
-0.0858001,-3.0638927,-5.843207272,-4.117175409,-4.16318408,-5.329634134
4.1748911,2.0891365,4.593915524,1.60856385,-0.601337184,1.887084699
1.1680042,-0.6342982,-2.405726026,-3.05813206,-3.260744766,-4.881522406
-0.3529191,-1.8618075,-2.09576953,-0.823360111,-0.834946298,-1.306223342
0.8443132,1.9030044,-0.448922908,0.270324572,-1.384782365,-0.548305075
-0.20215,-0.9198949,-1.086157876,-1.208971652,-1.289345352,0.07959767
1.1890879,4.6707733,-2.135309198,-0.079332167,0.958561784,1.930003565
0.6251924,0.3420547,-1.372143936,0.666110062,0.033579584,0.118152392
0.5882353,-1.1800984,-2.732289605,-1.661698824,-2.43174372,-3.615701254
0.2813622,0.2675705,15.23467201,0.826014973,1.816160119,1.210214789
1.1799584,1.7607551,1.465843737,2.995255042,0.82965842,2.813163482
0.253912,-0.4877168,-0.724133129,-0.613429124,-0.649760517,0.930667165
-4.8060708,-6.50228,-5.863074755,-7.111445732,-10.28613304,-9.19529827
-1.2416499,-3.1936345,-2.192518511,-2.064585323,-2.377081165,-2.38534339
3.0156884,2.3711225,1.53290373,6.393638455,-0.424181589,1.977544286
-1.0319586,-3.3954942,-6.516976999,-0.544384154,-2.067543999,-5.161807113
1.5537887,5.7991675,0.63994611,2.814949863,6.898305085,-1.884143019
0.4058941,1.6460905,-1.31741955,-3.21669931,8.074443142,-1.882602124
3.3602418,3.1014701,10.33137752,5.642545577,-0.684034347,8.623154415
-0.2597918,1.8316802,-6.00401103,0.764477169,2.763133296,-0.077002913
-4.4691573,-7.310057,-7.659365144,-9.833178085,-8.548469824,-8.366057185
7.7312434,7.175674,40.46660976,16.29441424,8.338890124,24.96549609
17.8043327,15.4522613,44.90252665,19.97164461,8.040824495,28.16850657
0.9024964,0.4134838,0.449624327,-0.376647834,5.980911983,0.091806289
-0.391484,-2.1666095,-1.520624563,-1.766719082,-0.033922741,-1.164995058
0.3638039,1.6163868,-1.785305562,-1.592936465,-1.185787312,-0.093889114
2.014004,2.2803392,1.990078786,1.7999861,2.201096266,0.147526101
-0.0395716,0.1784694,-1.050990356,-0.373883542,-0.532436001,-0.381136951
2.3438884,3.7706497,7.826899128,15.47317645,3.250065969,4.165264787
-1.2448444,-1.5031011,-2.790387991,2.256438207,-2.683500963,-5.884960656
-0.129815,-0.3490148,-0.613607652,0.079092347,-4.182899323,3.467990302
-0.3110846,-0.5567607,-1.92920354,-1.039108256,-0.040992007,-1.026314509
0.3120553,0.6257276,6.523378582,1.623741737,7.485900599,3.311557789
-1.4345472,-1.6459138,-0.30075188,-1.999838723,-0.64352318,-1.683080267
0.345679,-0.00715564,-0.262467192,-0.388240334,0.074476474,0.024708847
0.4987717,0.1792115,-0.989976488,-0.187075739,-0.030657382,1.121031416
-0.0595194,-1.6705435,-2.732306211,-1.326441813,-1.577654209,-4.054593981
0.5611252,0.4958561,5.565438374,-0.189508594,0.237642586,1.844135551
-1.0072582,-1.9312261,-2.114427861,-1.101103707,-1.451990632,-0.871276905
2.9194298,4.5540383,10.00889375,3.343824819,1.767994107,4.814733389
0.5364396,2.121347,8.410591115,2.289425167,1.046501445,2.23908984
0.5135184,0.7322176,4.454601797,-0.465613103,1.896220943,1.644991213
-0.138458,-0.8078263,-0.285824643,-1.086367577,-0.717607973,-0.245441795
-0.8995045,-0.9542685,-1.693499392,-0.949927548,-1.928841392,-0.689463055
-0.2281658,-1.1034483,-1.532939505,-0.85665638,-0.354962989,-1.142857143
-0.4919273,-0.5917587,-1.806300022,-1.576328882,0.943849683,-2.377551878
0.8908119,-0.6310506,3.11955781,0.674856329,-0.534596662,3.380291476
0.5527973,-0.3786255,-0.855791607,-2.525888429,-2.081116738,-2.341006633
0.5170684,-6.3616295,0.120255543,0.633533306,-1.23160992,4.308666879
0.3640401,5.9386294,-0.097612254,2.109682359,-0.460251046,4.458245536
